,ST_NUM,ST_NAME,ST_NAME_SUF,ZIPCODE,PTYPE,LU,OWN_OCC,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,ST_ADDRESS,SALE_PRICE
1432,66,LEIGHTON,RD,2136,101,R1,Y,114800,226200,341000,357368,6328.0,1957.0,2005.0,2458,1949,1.0,R,RR,G,M,7,3,1,0,S,,,1,M,,,F,C,1,G,A,A,N,A,66 leighton rd,350000
1433,66,MORA,ST,2124,105,R3,N,139584,459744,599328,628096,4425.0,1905.0,2016.0,6218,4218,3.0,R,DK,F,W,18,9,3,0,M,M,M,3,M,M,M,W,N,0,A,A,G,N,A,66 mora st,380000
1434,66,PARKLAWN,RD,2132,101,R1,Y,156700,349000,505700,529974,5680.0,1927.0,2014.0,2002,1399,2.0,R,CL,G,M,7,3,1,0,M,,,1,M,,,W,N,1,A,G,G,N,A,66 parklawn rd,554000
1435,66,PROSPECT,ST,2136,101,R1,Y,178700,253900,432600,453365,10472.0,1984.0,1990.0,2892,1577,1.0,R,RR,G,M,8,3,3,0,S,S,S,1,M,,,W,C,1,A,A,A,N,A,66 prospect st,477000
1436,66,SAXTON,ST,2125,105,R3,N,166300,439700,606000,635088,2700.0,1905.0,0.0,4510,3000,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,M,M,M,W,N,0,A,A,A,N,A,66 saxton st,764900
1437,66,SCHOOL,ST,2129,101,R1,Y,224000,585700,809700,848566,1041.0,1870.0,,2272,1448,3.0,R,SD,G,F,7,3,1,1,M,M,,1,M,,,W,N,0,A,G,G,N,A,66 school st,925000
1438,664,LAGRANGE,ST,2132,101,R1,Y,117900,249500,367400,385036,3686.0,1914.0,1993.0,2410,1539,2.0,R,CL,G,M,7,3,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,664 lagrange st,500000
1439,67,KINGSDALE,ST,2124,105,R3,Y,158000,454200,612200,641586,4560.0,1905.0,2005.0,7501,4488,3.0,R,DK,H,M,22,13,6,0,M,M,M,3,M,M,M,F,N,0,A,A,G,N,A,67 kingsdale st,620000
1440,67,RADCLIFFE,ST,2121,105,R3,Y,148800,382900,531700,557222,3633.0,1910.0,0.0,6208,3545,2.0,R,CV,H,S,16,7,3,0,S,S,S,3,M,M,M,F,N,0,A,A,A,N,A,67 radcliffe st,540000
1441,68,BILLINGS,ST,2132,101,R1,Y,140600,355400,496000,519808,6375.0,1989.0,0.0,2956,1760,2.0,R,CL,G,M,8,4,2,1,S,S,S,1,S,,,W,C,1,A,A,G,N,A,68 billings st,625000
1442,68,CORONA,ST,2124,105,R3,N,135100,375200,510300,534794,3302.0,1900.0,1983.0,5196,3588,3.0,R,DK,F,W,15,6,3,0,S,S,S,3,M,M,M,W,N,0,A,A,A,N,A,68 corona st,510000
1443,68,KENRICK,ST,2135,101,R1,Y,198200,396500,594700,623246,6000.0,1950.0,2010.0,2174,1377,1.0,R,RN,G,W,6,2,1,1,M,M,,1,M,,,W,C,0,G,G,G,N,E,68 kenrick st,705000
1444,68,MAPLE,ST,2132,101,R1,N,161800,416100,577900,605639,6880.0,1920.0,0.0,3880,2149,2.0,R,CL,G,M,8,4,1,2,S,S,M,1,M,,,W,N,0,A,A,G,N,A,68 maple st,750000
1445,68,PINCKNEY,ST,2108,101,R1,N,1152100,2888400,4040500,4234444,1458.0,1899.0,2009.0,4800,3799,3.5,R,RM,G,B,10,5,3,1,L,M,M,1,L,,,W,C,7,G,E,E,E,A,68 pinckney st,3250000
1446,68,ROBERT,ST,2131,101,R1,Y,115900,217500,333400,349404,2538.0,1900.0,0.0,2058,1260,2.0,R,CL,G,A,6,3,1,1,S,S,,1,S,,,F,N,0,A,A,A,N,A,68 robert st,555000
1447,68,RUSKINDALE,RD,2136,101,R1,Y,76200,135100,211300,221442,3654.0,1925.0,0.0,1975,875,1.0,R,BW,H,W,5,2,1,0,N,,,1,N,,,W,N,0,A,A,A,N,A,68 ruskindale rd,252000
1448,68,TOPLIFF,ST,2122,105,R3,N,160300,344400,504700,528926,6887.0,1905.0,0.0,5715,3897,3.0,R,DK,F,M,15,9,3,0,N,N,N,3,S,S,S,W,N,0,A,A,A,N,A,68 topliff st,630000
1449,68,WILLOW,CT,2125,105,R3,N,204200,148700,352900,369839,5470.0,1900.0,0.0,3424,2244,3.0,R,DK,M,W,11,3,3,0,N,N,N,3,N,N,N,S,N,0,F,F,F,N,F,68 willow ct,1180000
1450,68,WILLOWWOOD,ST,2124,101,R1,N,110900,175100,286000,299728,3400.0,1915.0,0.0,3264,2058,2.5,R,CL,G,U,8,5,1,1,S,S,,1,M,,,W,N,0,A,A,A,N,A,68 willowwood st,345000
1451,684,BENNINGTON,ST,2128,101,R1,Y,82700,188500,271200,284218,1586.0,1900.0,1999.0,1680,988,1.5,R,CL,G,A,6,2,2,0,M,M,,1,M,,,W,D,0,A,A,G,N,A,684 bennington st,420000
1452,688,LAGRANGE,ST,2132,101,R1,Y,122900,275000,397900,417000,4207.0,1944.0,2008.0,2192,1176,2.0,R,CL,G,M,6,3,1,1,S,N,,1,M,,,W,N,1,A,A,G,N,A,688 lagrange st,576600
1453,69,BIRCH,ST,2131,101,R1,Y,144300,453400,597700,626390,5000.0,1930.0,2010.0,3894,2289,2.0,R,CL,G,M,9,4,2,1,M,M,M,1,M,,,F,C,0,A,A,G,N,A,69 birch st,627000
1454,69,CLARKSON,ST,2125,105,R3,N,113100,386900,500000,524000,4125.0,1905.0,0.0,6165,4194,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,M,S,S,F,N,0,A,A,A,N,A,69 clarkson st,635000
1455,69,DAY,ST,2130,105,R3,N,199400,574600,774000,811152,3893.0,1905.0,0.0,4606,3084,3.0,R,DK,F,A,12,5,3,0,N,N,N,3,N,N,N,W,N,0,A,A,A,N,F,69 day st,1760000
1456,69,LODGEHILL,RD,2136,101,R1,Y,127800,255000,382800,401175,5070.0,1960.0,0.0,2352,1440,2.0,R,CL,G,W,7,4,1,1,S,S,,1,S,,,F,C,0,A,A,A,N,A,69 lodgehill rd,400000
1457,69,PIERCE,ST,2136,101,R1,N,119000,226000,345000,361560,6800.0,1920.0,2013.0,2619,1458,1.5,R,CV,G,M,6,3,2,1,M,M,M,1,M,,,W,N,1,A,A,A,N,A,69 pierce st,386000
1458,69,PROSPECT,ST,2136,101,R1,Y,132500,310500,443000,464264,6639.0,1946.0,2015.0,2728,1107,1.0,R,CP,G,F,6,4,1,1,M,M,,1,M,,,F,C,1,G,G,G,N,A,69 prospect st,435000
1459,69,SAXTON,ST,2125,105,R3,Y,175900,382200,558100,584889,3658.0,1920.0,0.0,4555,3000,3.0,R,DK,F,W,15,6,3,0,N,N,N,3,N,N,N,W,N,0,A,A,A,N,A,69 saxton st,733000
1460,69,SEYMOUR,ST,2131,105,R3,N,156600,465100,621700,651542,4863.0,1925.0,0.0,5280,3420,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,M,S,S,W,N,0,A,A,G,N,A,69 seymour st,885000
1461,69,WENHAM,ST,2130,101,R1,Y,153600,363300,516900,541712,3600.0,1900.0,0.0,4401,2332,2.0,R,CL,G,M,9,4,1,1,N,N,,1,N,,,W,N,0,A,A,G,N,A,69 wenham st,720000
1462,7,ATLANTIC,ST,2127,101,R1,Y,176800,449800,626600,656677,1120.0,1880.0,0.0,2242,1678,3.0,R,CV,F,M,7,4,2,0,M,M,,1,M,,,F,N,0,G,G,G,N,A,7 atlantic st,849000
1463,7,BAKER,CT,2125,104,R2,N,194700,294600,489300,512786,5100.0,1910.0,0.0,3306,2204,2.0,R,TF,F,M,11,4,2,0,S,S,S,2,N,S,,W,N,0,A,A,A,N,F,7 baker ct,899000
1464,7,BELMONT,ST,2129,104,R2,N,249500,441800,691300,724482,1300.0,1883.0,,3530,2650,3.0,R,CV,F,B,13,4,2,1,N,N,N,2,N,N,,W,N,0,F,F,A,N,A,7 belmont st,860000
1465,7,BOLTON,PL,2129,101,R1,Y,151900,476300,628200,658354,675.0,1870.0,2016.0,1518,1188,2.0,R,RM,F,F,5,2,2,0,M,M,,1,M,,,W,N,0,G,G,G,N,F,7 bolton pl,755000
1466,7,CORMAN,RD,2126,101,R1,Y,95900,146300,242200,253826,5372.0,1953.0,0.0,2224,1048,1.0,R,RN,G,M,6,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,7 corman rd,300000
1467,7,DANVILLE,ST,2132,101,R1,Y,256900,446100,703000,736744,9917.0,1922.0,0.0,4093,2304,2.0,R,CL,H,W,8,4,1,1,S,S,,1,S,,,F,N,2,A,G,G,N,A,7 danville st,775000
1468,7,DELANO,ST,2122,105,R3,N,133400,298400,431800,452526,2766.0,1905.0,0.0,4728,3042,3.0,R,DK,F,M,15,9,3,0,S,N,N,3,S,N,N,F,N,0,A,A,A,N,A,7 delano st,900000
1469,7,ELM,ST,2129,101,R1,Y,277900,585600,863500,904948,1520.0,1880.0,0.0,3308,1949,2.0,R,RM,G,F,8,3,1,0,S,,,1,M,,,F,N,0,A,A,A,N,A,7 elm st,1300000
1470,7,FRANKLIN,ST,2136,101,R1,N,111600,200100,311700,326662,4778.0,1960.0,0.0,2039,950,1.0,R,RN,G,W,7,5,2,0,S,S,,1,S,,,W,N,0,A,A,A,N,A,7 franklin st,632500
1471,7,GREYLOCK,RD,2134,104,R2,N,254400,869400,1123800,1177742,4166.0,1920.0,2013.0,5753,3246,2.0,R,CV,H,W,14,11,4,0,M,M,S,2,M,M,,W,C,0,A,A,G,N,A,7 greylock rd,1250000
1472,7,GROVELAND,ST,2126,104,R2,Y,122700,415900,538600,564453,3752.0,1930.0,2016.0,4081,2413,2.0,R,CV,G,M,8,4,3,0,M,M,M,2,M,M,,F,C,0,A,A,G,N,A,7 groveland st,550000
1473,7,JESS,ST,2130,101,R1,N,111300,409200,520500,545484,1800.0,1800.0,2013.0,3215,2186,2.0,R,CL,G,M,6,3,2,1,M,M,M,1,M,,,W,N,0,A,G,G,N,A,7 jess st,705000
1474,7,KEANE,RD,2132,101,R1,Y,189600,516200,705800,739679,10543.0,1955.0,2010.0,4256,2293,2.0,R,CL,G,W,9,4,2,1,M,M,M,1,M,,,W,N,1,A,A,G,N,A,7 keane rd,730000
1475,7,KITTREDGE,CT,2131,101,R1,N,117500,284900,402400,421715,3415.0,1917.0,2015.0,2033,1295,2.0,R,CL,H,M,7,4,2,0,M,M,,1,S,,,W,N,0,A,A,A,N,A,7 kittredge ct,520000
1476,7,LAWNWOOD,PL,2129,101,R1,Y,238900,837100,1076000,1127648,1146.0,1855.0,2014.0,2976,2232,3.0,R,RM,M,B,8,3,3,0,M,M,M,1,M,,,W,N,1,A,G,G,N,A,7 lawnwood pl,1370000
1477,7,LINWOOD,ST,2136,101,R1,N,90200,225600,315800,330958,4013.0,1890.0,2016.0,2514,1718,2.0,R,CV,M,M,7,4,2,0,M,M,,1,M,,,F,C,0,A,A,A,N,A,7 linwood st,320000
1478,7,LORENZO,ST,2122,101,R1,N,86700,301300,388000,406624,3065.0,1905.0,2016.0,2758,1593,2.0,R,CL,M,M,8,4,1,1,M,M,,1,M,,,W,C,0,A,A,A,N,A,7 lorenzo st,325000
1479,7,MONTELLO,ST,2122,104,R2,N,137880,293400,431280,451981,6000.0,1900.0,2016.0,5903,3719,2.5,R,CV,H,M,15,8,5,1,M,M,M,2,M,M,,W,N,1,G,G,G,N,A,7 montello st,850000
1480,7,NELSON,ST,2124,104,R2,Y,137400,223200,360600,377909,3600.0,1900.0,0.0,3710,2054,2.0,R,CV,G,A,12,5,2,0,S,S,,2,S,S,,F,N,0,A,A,A,N,A,7 nelson st,410000
1481,7,PLEASANT,ST,2125,105,R3,Y,192000,530100,722100,756761,4230.0,1900.0,0.0,6134,4020,3.0,R,DK,F,M,18,9,3,0,M,S,M,3,M,S,S,W,N,0,A,A,A,N,A,7 pleasant st,741000
1482,7,PLEASANTDALE,RD,2132,101,R1,Y,130000,289300,419300,439427,6047.0,1957.0,2015.0,2486,1387,1.5,R,CP,S,W,6,3,2,0,M,S,,1,M,,,W,N,1,A,A,G,N,A,7 pleasantdale rd,515000
1483,7,RUXTON,RD,2126,101,R1,Y,92500,237600,330100,345945,4000.0,1910.0,2015.0,2192,1428,2.0,R,CL,H,A,7,3,1,0,M,,,1,M,,,W,N,0,A,A,A,N,A,7 ruxton rd,288000
1484,7,SAGAMORE,ST,2125,101,R1,N,128000,342600,470600,493189,2897.0,1900.0,0.0,3878,2445,2.0,R,CL,G,M,10,7,2,0,S,S,,1,S,,,W,N,0,A,A,A,N,A,7 sagamore st,609000
1485,7,SHERWOOD,ST,2131,101,R1,Y,135736,339904,475640,498471,4200.0,1920.0,2015.0,2220,1344,2.0,R,CL,G,W,8,3,1,1,M,M,,1,M,,,W,N,0,G,G,G,N,A,7 sherwood st,600000
1486,7,SILLOWAY,ST,2124,104,R2,Y,158000,288800,446800,468247,3665.0,1910.0,1983.0,5663,3449,2.5,R,CV,G,M,14,6,2,0,N,S,,2,S,S,,F,N,0,A,A,A,N,A,7 silloway st,748500
1487,7,SMITH,CT,2114,101,R1,Y,419700,865900,1285600,1347309,544.0,1850.0,1996.0,1450,970,2.0,R,SD,F,F,7,3,3,0,M,M,M,1,L,,,W,N,4,G,G,G,N,F,7 smith ct,1440000
1488,7,VERNDALE,ST,2126,101,R1,N,85300,198400,283700,297318,5848.0,1959.0,2016.0,2598,1142,1.0,R,CP,G,M,6,3,1,0,S,,,1,M,,,F,N,1,A,A,A,N,A,7 verndale st,365000
1489,7,WESTMORELAND,ST,2124,101,R1,Y,136600,348800,485400,508700,4845.0,1935.0,0.0,3311,1760,2.0,R,CL,G,B,7,3,1,0,S,,,1,M,,,W,N,1,A,A,A,N,A,7 westmoreland st,580000
1490,7,WHITMAN,ST,2124,104,R2,Y,151000,330000,481000,504088,4500.0,1905.0,0.0,5228,2983,2.0,R,CV,G,M,16,7,2,0,M,M,,2,M,M,,W,N,0,G,A,A,N,A,7 whitman st,500000
1491,7,WILNA,CT,2132,101,R1,Y,125200,265500,390700,409454,3233.0,1945.0,0.0,2256,1265,1.5,R,CP,G,M,6,3,1,1,S,S,,1,S,,,W,N,1,A,A,G,N,A,7 wilna ct,483000
1492,70,BRENT,ST,2124,101,R1,Y,142800,458000,600800,629639,4537.0,1915.0,2016.0,4091,2679,2.5,R,CL,G,C,10,5,2,1,M,M,M,1,M,,,F,C,2,G,G,G,N,A,70 brent st,606500
1493,70,CLIFFORD,ST,2136,104,R2,Y,151300,367600,518900,543808,7800.0,1950.0,2015.0,3016,1968,2.0,R,TF,H,M,11,6,3,0,S,S,M,2,M,M,,F,N,0,A,A,G,N,A,70 clifford st,525000
1494,70,COWING,ST,2132,101,R1,N,131800,334700,466500,488892,4308.0,1935.0,0.0,2830,1597,1.5,R,BW,G,M,10,5,2,1,S,S,S,1,S,,,W,N,1,A,A,G,N,A,70 cowing st,625000
1495,70,DAVISON,ST,2136,105,R3,Y,153000,283600,436600,457557,8127.0,1905.0,0.0,4678,3096,3.0,R,CV,M,M,14,6,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,70 davison st,660000
1496,70,DRAPER,ST,2122,105,R3,N,136600,356700,493300,516978,4000.0,1905.0,0.0,6561,4590,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,70 draper st,658000
1497,70,EDGEWOOD,ST,2119,104,R2,N,86200,296300,382500,400860,2281.0,1900.0,0.0,4234,2522,2.0,R,CV,G,M,9,6,3,0,S,S,S,2,S,S,,F,N,1,G,A,A,N,A,70 edgewood st,1090000
1498,70,FLOYD,ST,2124,104,R2,Y,152900,263800,416700,436702,5182.0,1920.0,,5333,3258,2.0,R,TF,H,M,12,6,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,70 floyd st,510999
1499,70,GREEN,ST,2129,101,R1,N,230000,332600,562600,589605,1180.0,1885.0,1981.0,1890,1260,2.0,R,CL,F,M,6,3,1,0,S,,,1,S,,,F,N,0,F,F,F,N,A,70 green st,1490000
1500,70,LANDSEER,ST,2132,101,R1,Y,165700,344300,510000,534480,5004.0,1920.0,2011.0,3334,1546,2.0,R,CL,H,M,7,3,1,1,M,M,,1,M,,,W,N,0,A,A,G,N,A,70 landseer st,600000
1501,70,MYRTLE,ST,2114,101,R1,N,533774,1243984,1777758,1863090,1170.0,1899.0,2017.0,3674,3201,4.5,R,RM,G,B,13,4,3,2,L,M,M,1,L,,,F,C,2,G,E,E,N,A,70 myrtle st,2150000
1502,70,NAVARRE,ST,2131,101,R1,Y,104000,227500,331500,347412,5650.0,1925.0,2011.0,2486,1042,1.0,R,CP,G,W,6,3,2,0,S,M,,1,M,,,W,N,0,A,A,G,N,A,70 navarre st,401000
1503,70,RUSSETT,RD,2132,101,R1,Y,181300,419000,600300,629115,5800.0,1926.0,0.0,3219,1902,2.0,R,CL,G,M,7,3,1,1,S,S,,1,S,,,W,N,1,A,G,G,N,A,70 russett rd,680000
1504,70,TREMONT,ST,2129,101,R1,Y,283300,608100,891400,934188,1625.0,1885.0,2007.0,2244,1539,3.0,R,CV,F,F,8,3,2,0,M,M,,1,M,,,F,C,0,G,G,G,N,A,70 tremont st,781000
1505,70,WESTCHESTER,RD,2130,101,R1,Y,257200,440400,697600,731085,8797.0,1952.0,0.0,2828,1669,2.0,R,CL,G,M,7,3,1,1,M,M,,1,M,,,W,N,1,A,A,G,N,A,70 westchester rd,785000
1506,701,WALK HILL,ST,2126,105,R3,N,131400,265600,397000,416056,3200.0,1910.0,0.0,5627,3915,3.0,R,DK,F,P,18,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,701 walk hill st,390000
1507,707,ADAMS,ST,2122,101,R1,Y,144500,314600,459100,481137,4764.0,1935.0,0.0,2826,1688,2.0,R,CL,G,B,9,4,2,0,N,S,,1,M,,,W,N,1,A,A,A,N,A,707 adams st,505000
1508,71,CASS,ST,2132,101,R1,Y,143600,278800,422400,442676,4794.0,1900.0,2004.0,2879,1496,1.5,R,CV,G,W,7,3,2,1,M,M,S,1,S,,,W,C,0,A,A,A,N,A,71 cass st,306000
1509,71,DRAPER,ST,2122,105,R3,N,129400,471100,600500,629324,2812.0,1920.0,2007.0,5773,4062,3.0,R,DK,F,W,18,9,3,0,M,M,M,3,M,M,M,F,N,0,A,A,G,N,A,71 draper st,650000
1510,71,HASTINGS,ST,2132,101,R1,Y,189100,499300,688400,721444,5644.0,1910.0,2000.0,4548,2445,2.0,R,CL,G,W,10,5,2,1,M,M,M,1,M,,,W,N,1,A,G,G,N,A,71 hastings st,917000
1511,71,MILLSTONE,RD,2136,101,R1,Y,109600,185400,295000,309160,5979.0,1954.0,0.0,2642,1148,1.0,R,RN,G,M,5,3,1,0,S,,,1,S,,,W,N,1,G,A,A,N,A,71 millstone rd,370000
1512,71,MONTVIEW,ST,2132,101,R1,Y,255200,757400,1012600,1061205,7000.0,1890.0,2011.0,6069,3443,2.0,R,CL,H,W,11,5,2,1,M,M,M,2,M,S,,F,C,3,G,G,G,N,A,71 montview st,1050000
1513,71,RUNNING BROOK,RD,2132,101,R1,N,135700,241700,377400,395515,4905.0,1963.0,0.0,3076,1469,1.5,R,CP,G,M,6,2,2,0,S,N,,1,S,,,W,C,0,A,A,A,N,A,71 running brook rd,370000
1514,71,WEBSTER,ST,2128,105,R3,N,124800,412800,537600,563405,1100.0,1910.0,0.0,2774,2076,3.0,R,RM,F,F,11,5,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,71 webster st,730000
1515,711,WALK HILL,ST,2126,101,R1,N,110100,113800,223900,234647,2640.0,1920.0,0.0,2112,1211,1.5,R,CV,G,F,6,3,1,1,N,S,,1,S,,,F,N,0,F,F,A,N,A,711 walk hill st,222884
1516,72,BEACON,ST,2108,105,R3,Y,2241600,2242000,4483600,4698813,1771.0,1825.0,1992.0,6020,4834,3.0,R,RM,G,B,15,7,5,1,S,S,S,3,S,S,S,W,C,6,A,A,A,E,E,72 beacon st,1780000
1517,72,GLADSTONE,ST,2128,105,R3,N,211100,461900,673000,705304,6519.0,1910.0,0.0,5443,4243,2.5,R,CV,L,A,19,8,4,0,S,S,M,4,S,S,S,W,N,0,A,A,A,N,G,72 gladstone st,815000
1518,72,PEARL,ST,2129,101,R1,Y,212300,510400,722700,757390,1658.0,1860.0,2000.0,2112,1235,2.0,R,SD,G,W,8,4,1,1,M,S,,1,M,,,W,N,1,G,G,G,N,A,72 pearl st,825000
1519,72,WILDWOOD,ST,2126,105,R3,N,138800,337200,476000,498848,3500.0,1905.0,1998.0,6766,4548,3.0,R,DK,F,M,17,11,3,0,S,S,S,3,M,M,M,W,N,0,A,A,A,N,A,72 wildwood st,675000
1520,72,WOODLAND,RD,2130,101,R1,Y,229200,787900,1017100,1065921,6978.0,1925.0,2001.0,5812,2954,2.0,R,CL,G,B,8,3,2,1,M,M,M,1,M,,,W,C,1,G,G,G,N,E,72 woodland rd,1500000
1521,727,BENNINGTON,ST,2128,104,R2,N,159200,417600,576800,604486,3697.0,1910.0,2003.0,5262,2880,2.0,R,CV,H,M,11,8,3,0,M,M,M,2,M,M,,W,N,0,A,A,A,N,A,727 bennington st,585000
1522,73,BOURNE,ST,2130,101,R1,Y,142300,289500,431800,452527,4414.0,1957.0,0.0,3044,1383,1.0,R,CP,G,M,5,2,1,0,S,,,1,S,,,W,N,2,A,G,G,N,A,73 bourne st,638057
1523,73,DALE,ST,2119,104,R2,Y,141000,190700,331700,347622,4375.0,1900.0,0.0,4195,2437,2.0,R,CV,G,F,10,4,2,0,N,N,,2,N,N,,W,N,0,A,A,F,N,A,73 dale st,765000
1524,73,MAPLETON,ST,2135,101,R1,N,221100,834500,1055600,1106269,7500.0,1930.0,2006.0,6215,4026,2.5,R,CL,G,S,24,8,3,2,S,S,S,1,S,,,W,N,0,G,G,G,N,A,73 mapleton st,1240000
1525,73,MORRIS,ST,2128,105,R3,N,138700,338800,477500,500420,1500.0,1910.0,0.0,4088,2682,3.0,R,DK,F,P,14,8,3,0,M,S,S,3,M,S,S,F,N,0,A,A,A,N,F,73 morris st,755000
1526,73,W COTTAGE,ST,2125,104,R2,N,87400,176900,264300,276986,3432.0,1890.0,0.0,4563,2890,2.5,R,CV,G,A,13,7,2,0,S,S,,2,S,S,,W,N,0,F,A,A,N,A,73 w cottage st,420000
1527,733,PARKER,ST,2120,105,R3,N,238400,947600,1186000,1242928,1798.0,1905.0,1997.0,4312,3177,3.0,R,DK,F,M,17,10,3,0,S,S,S,3,S,S,S,F,C,0,A,A,A,N,A,733 parker st,1360000
1528,74,DEDHAM,ST,2136,101,R1,Y,155000,276200,431200,451898,12088.0,1960.0,0.0,2744,1804,2.0,R,CL,G,M,8,4,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,74 dedham st,1
1529,74,EVERETT,ST,2128,105,R3,N,183600,433100,616700,646302,1995.0,1900.0,1990.0,3620,2400,3.0,R,SD,F,M,14,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,74 everett st,785000
1530,74,FAVRE,ST,2126,101,R1,Y,97100,173400,270500,283484,6480.0,1950.0,0.0,2602,1301,1.0,R,RR,G,W,7,3,1,0,S,,,1,S,,,F,N,1,A,A,A,N,A,74 favre st,325000
1531,74,GLENCLIFF,RD,2131,101,R1,Y,113600,234000,347600,364285,3721.0,1965.0,0.0,2144,1372,2.0,R,CL,G,W,6,3,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,74 glencliff rd,400000
1532,74,JAMAICA,ST,2130,105,R3,Y,261000,604900,865900,907464,5000.0,1920.0,0.0,4992,2851,2.0,R,CV,G,W,13,5,3,0,S,S,S,3,S,N,N,W,N,0,A,A,A,N,A,74 jamaica st,1030000
1533,74,KINGSDALE,ST,2124,105,R3,N,144000,296100,440100,461225,3675.0,1911.0,0.0,6243,4128,3.0,R,DK,G,A,18,9,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,74 kingsdale st,300000
1534,74,NIGHTINGALE,ST,2124,105,R3,N,152000,406700,558700,585518,3400.0,1905.0,2012.0,5564,3768,3.0,R,DK,F,M,18,9,3,0,M,M,M,3,M,M,M,W,N,0,G,A,A,N,A,74 nightingale st,384000
1535,74,PRESCOTT,ST,2128,105,R3,N,137700,576300,714000,748272,1865.0,1920.0,0.0,5552,3651,3.0,R,SD,F,B,18,9,3,0,M,S,S,3,M,M,S,W,N,0,G,G,A,N,A,74 prescott st,860000
1536,74,WELLINGTON HILL,ST,2126,104,R2,N,134000,255200,389200,407882,5181.0,1910.0,0.0,5520,3179,2.5,R,CV,G,M,13,5,3,0,S,S,S,2,S,S,,W,N,0,A,A,A,N,A,74 wellington hill st,220000
1537,745,MORTON,ST,2126,105,R3,N,148500,274900,423400,443723,3952.0,1910.0,0.0,5478,3600,3.0,R,DK,F,F,17,6,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,745 morton st,405759
1538,75,ALABAMA,ST,2126,101,R1,Y,74500,197000,271500,284532,4000.0,1965.0,2016.0,2204,1048,1.0,R,RN,G,W,7,3,1,1,S,M,,1,M,,,F,N,0,A,A,A,N,A,75 alabama st,305000
1539,75,CENTRE,ST,2119,104,R2,Y,154500,374600,529100,554497,3471.0,1899.0,1993.0,2880,1992,3.0,R,CV,G,F,9,4,2,0,M,M,,2,M,M,,W,N,0,A,A,G,N,A,75 centre st,575000
1540,75,MORRIS,ST,2128,105,R3,N,138700,339000,477700,500630,1500.0,1910.0,1982.0,4178,2706,3.0,R,DK,F,M,18,8,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,F,75 morris st,625000
1541,75,RADCLIFFE,ST,2121,104,R2,Y,134100,235500,369600,387341,3606.0,1900.0,2016.0,5543,3193,2.0,R,TF,H,M,12,6,2,0,S,S,,2,S,M,,W,N,0,A,A,A,N,A,75 radcliffe st,428000
1542,756,SARATOGA,ST,2128,105,R3,N,133600,420900,554500,581116,2400.0,1910.0,0.0,5697,3825,3.0,R,DK,F,M,17,8,3,0,S,S,S,3,S,S,S,F,N,0,G,A,A,N,A,756 saratoga st,815000
1543,758,BEECHMONT,ST,2136,101,R1,Y,123000,249900,372900,390800,5167.0,1960.0,0.0,2424,1440,2.0,R,CL,G,M,6,3,1,1,S,S,,1,S,,,F,C,0,A,A,A,N,A,758 beechmont st,407000
1544,76,BRADLEE,ST,2136,104,R2,Y,155800,311600,467400,489836,6240.0,1897.0,0.0,3305,1932,2.0,R,TF,L,W,11,4,2,0,S,S,,2,S,S,,W,N,2,A,A,A,N,A,76 bradlee st,420000
1545,76,EVERDEAN,ST,2122,101,R1,Y,87700,262900,350600,367429,1800.0,1910.0,1960.0,2140,1372,2.0,R,CL,G,M,7,3,1,0,S,,,1,N,,,F,N,0,G,G,G,N,A,76 everdean st,434000
1546,76,G,ST,2127,104,R2,N,185500,836900,1022400,1071475,1418.0,1900.0,2013.0,3445,2522,3.0,R,RE,M,B,11,6,3,0,M,M,M,2,S,M,,W,N,3,A,A,A,N,A,76 g st,1300000
