,ST_NUM,ST_NAME,ST_NAME_SUF,ZIPCODE,PTYPE,LU,OWN_OCC,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,ST_ADDRESS,SALE_PRICE
439,185,COREY,ST,2132,101,R1,Y,175200,479600,654800,686231,6600.0,1920.0,2012.0,3974,2023,1.5,R,BW,G,W,7,3,2,0,M,S,,1,M,,,W,C,1,G,G,G,N,A,185 corey st,705000
440,186,PARK,ST,2132,101,R1,Y,307800,400600,708400,742404,9775.0,1910.0,2002.0,4322,2459,2.0,R,CL,G,M,10,4,1,1,S,S,,1,M,,,W,C,0,A,A,A,N,A,186 park st,829000
441,186,SHERRIN,ST,2136,101,R1,Y,115700,230500,346200,362818,5000.0,1950.0,0.0,2706,1420,1.5,R,CP,G,M,7,3,1,1,S,S,,1,S,,,F,N,0,A,A,A,N,A,186 sherrin st,375000
442,186,WALTER,ST,2131,101,R1,Y,164800,628400,793200,831274,5322.0,2008.0,2012.0,4635,3383,2.0,,CL,G,F,9,4,3,1,M,M,M,1,M,,,F,C,0,G,G,G,N,G,186 walter st,790000
443,187,BENNINGTON,ST,2128,105,R3,N,89100,262800,351900,368791,683.0,1900.0,,2448,1836,3.0,R,SD,F,M,12,6,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,F,187 bennington st,505000
444,187,MAVERICK,ST,2128,105,R3,N,122400,361900,484300,507546,1050.0,1900.0,0.0,3240,2520,3.0,R,RE,F,P,11,5,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,187 maverick st,999999
445,188,COLORADO,ST,2126,101,R1,N,88200,178200,266400,279187,4000.0,1960.0,0.0,1960,950,1.0,R,RN,G,M,5,2,1,0,M,,,1,S,,,F,N,1,A,A,A,N,A,188 colorado st,150000
446,188,SPRING,ST,2132,101,R1,Y,120500,252000,372500,390380,5250.0,1947.0,2016.0,2054,1170,2.0,R,CL,G,M,6,3,1,1,M,M,,1,M,,,W,N,1,A,A,A,N,A,188 spring st,341000
447,188,WREN,ST,2132,101,R1,N,183500,421500,605000,634040,5200.0,1934.0,2003.0,4118,1866,2.0,R,CL,G,W,8,3,2,1,S,M,M,1,M,,,W,N,1,A,A,G,N,A,188 wren st,705000
448,189,TRENTON,ST,2128,105,R3,Y,235600,550100,785700,823414,5300.0,1900.0,0.0,8866,6321,3.0,R,DK,F,M,21,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,189 trenton st,1200000
449,19,ADAMS,ST,2122,105,R3,Y,154100,365000,519100,544017,3473.0,1900.0,0.0,6061,3963,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,G,19 adams st,1040000
450,19,ALMONT,ST,2126,104,R2,Y,184800,361500,546300,572523,11788.0,1925.0,0.0,6918,4432,2.0,R,TF,H,B,14,6,4,0,S,S,S,2,S,S,,F,N,0,A,A,A,N,A,19 almont st,486000
451,19,BEXLEY,RD,2131,104,R2,N,166650,259930,426580,447056,4000.0,1880.0,0.0,3430,1666,1.5,R,CV,G,M,8,3,2,0,N,N,,2,N,N,,W,N,0,A,A,A,N,A,19 bexley rd,450000
452,19,CHURCHILL,RD,2132,101,R1,Y,174800,326800,501600,525677,5460.0,1939.0,0.0,2872,1763,2.0,R,CL,G,F,6,3,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,19 churchill rd,672000
453,19,COOK,ST,2129,101,R1,Y,211300,550600,761900,798472,1043.0,1885.0,2011.0,2264,1426,2.0,R,CL,G,F,7,3,2,0,M,M,,1,L,,,W,C,1,G,G,G,N,A,19 cook st,1070000
454,19,DAWES,ST,2125,104,R2,N,162500,283100,445600,466989,5786.0,1880.0,0.0,3266,1828,2.0,R,CV,G,A,9,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,19 dawes st,555000
455,19,DIETZ,RD,2136,101,R1,Y,114700,250400,365100,382625,7673.0,1954.0,0.0,2662,1781,1.0,R,RR,G,M,7,3,1,1,M,S,,1,M,,,F,N,0,A,G,G,N,A,19 dietz rd,399000
456,19,DIX,ST,2122,105,R3,N,206900,536800,743700,779398,5249.0,1935.0,1999.0,6164,4272,3.0,R,DK,F,M,17,9,4,0,S,S,S,4,S,S,S,F,N,0,A,A,G,N,A,19 dix st,800000
457,19,DODGE,RD,2136,101,R1,N,114300,206400,320700,336094,7201.0,1957.0,,2212,1667,1.0,R,RR,G,M,10,4,1,1,S,S,,1,S,,,F,C,0,G,A,A,N,A,19 dodge rd,282400
458,19,DORSET,ST,2125,105,R3,N,183900,450200,634100,664537,3500.0,1910.0,2016.0,4416,2490,2.5,R,CV,G,M,14,7,3,0,S,S,M,3,S,S,M,W,N,0,A,A,G,N,A,19 dorset st,600000
459,19,DUKE,ST,2126,101,R1,Y,149900,333300,483200,506394,5065.0,1900.0,1998.0,4778,3048,2.5,R,CL,G,M,11,5,1,1,M,M,,1,M,,,W,N,0,G,G,G,N,A,19 duke st,424900
460,19,FOLSOM,ST,2125,101,R1,N,76100,123400,199500,209076,1479.0,1905.0,0.0,3032,1861,2.0,R,CL,G,A,8,3,1,0,N,,,1,N,,,F,N,0,A,A,A,N,A,19 folsom st,105000
461,19,FRANCLAIRE,DR,2132,101,R1,N,121100,376100,497200,521066,3068.0,1965.0,2015.0,2388,1600,2.0,R,CL,G,M,7,4,1,1,M,M,,1,M,,,W,C,1,A,A,G,N,A,19 franclaire dr,515000
462,19,GRASSMERE,RD,2136,101,R1,Y,99700,182700,282400,295956,4500.0,1944.0,0.0,1972,1097,1.5,R,CP,G,A,6,4,1,0,S,,,1,S,,,F,N,0,A,A,A,N,A,19 grassmere rd,300000
463,19,KERWIN,ST,2124,104,R2,Y,124100,327900,452000,473696,3955.0,2005.0,,4540,3000,2.0,R,TF,G,M,10,6,2,0,M,M,,2,M,M,,F,C,0,G,G,G,N,A,19 kerwin st,650000
464,19,MACDONALD,ST,2136,101,R1,Y,96200,233100,329300,345107,4500.0,1941.0,2011.0,2438,1301,1.5,R,CP,G,W,6,3,1,0,M,,,1,S,,,F,N,0,A,A,G,N,A,19 macdonald st,300000
465,19,MAPLE LEAF,DR,2136,101,R1,Y,129600,504900,634500,664956,15109.0,2014.0,,5835,3430,2.0,,CL,G,M,8,4,2,1,M,M,M,1,M,,,F,C,0,G,G,G,N,A,19 maple leaf dr,645000
466,19,MOREY,RD,2132,101,R1,Y,156100,338500,494600,518341,6280.0,1950.0,2016.0,2520,1624,2.0,R,CL,G,B,6,3,1,1,S,S,,1,M,,,W,N,1,A,A,G,N,A,19 morey rd,565000
467,19,MOULTRIE,ST,2124,101,R1,Y,146400,193100,339500,355796,4415.0,1925.0,0.0,2342,1496,2.0,R,CL,G,M,7,4,1,0,S,,,1,S,,,F,N,0,F,A,A,N,A,19 moultrie st,415000
468,19,N MEAD,ST,2129,101,R1,Y,203800,587000,790800,828759,1250.0,1890.0,2007.0,2472,1480,2.0,R,CL,G,F,6,3,3,0,M,M,M,1,M,,,F,C,1,G,G,G,N,A,19 n mead st,945000
469,19,OWEN,ST,2126,101,R1,Y,106600,217300,323900,339448,4000.0,1950.0,2005.0,2396,972,2.0,R,CL,G,M,8,4,1,1,S,S,,1,M,,,W,N,1,A,A,A,N,A,19 owen st,305000
470,19,PIERCE,ST,2136,104,R2,N,151100,314400,465500,487844,5823.0,1905.0,2000.0,4161,2800,3.0,R,CV,M,M,13,4,2,0,M,M,,2,M,M,,W,N,0,A,A,A,N,A,19 pierce st,320000
471,19,PINEDALE,RD,2131,101,R1,Y,149300,270000,419300,439427,7670.0,1925.0,0.0,2177,1286,2.0,R,CL,G,M,8,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,19 pinedale rd,480000
472,19,PINEWOOD,ST,2136,101,R1,N,93800,176200,270000,282960,4423.0,1950.0,0.0,2160,1224,1.5,R,CP,G,W,7,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,19 pinewood st,210000
473,19,PLEASANT,ST,2125,105,R3,N,174400,640900,815300,854434,3860.0,1905.0,2014.0,6092,3957,3.0,R,DK,F,M,18,9,3,3,M,M,M,3,M,M,M,W,C,1,A,A,G,N,A,19 pleasant st,1300000
474,19,REALTON,RD,2132,101,R1,Y,192500,406600,599100,627857,5400.0,1920.0,0.0,2430,1424,2.0,R,CL,G,M,8,3,2,1,M,S,S,1,M,,,W,N,1,A,G,G,N,A,19 realton rd,625000
475,19,RUTLAND,SQ,2118,101,R1,Y,813600,3354900,4168500,4368588,1508.0,1860.0,2000.0,4189,3837,4.0,R,RM,M,B,10,3,3,2,L,M,M,2,L,M,,F,C,0,G,E,E,E,G,19 rutland sq,3230000
476,19,SIDLEY,RD,2132,101,R1,Y,196400,460300,656700,688222,5030.0,1900.0,0.0,4000,2210,2.0,R,CL,H,W,9,4,1,1,S,S,,1,M,,,W,N,1,A,A,G,N,G,19 sidley rd,705000
477,19,VESTA,RD,2124,105,R3,N,135900,303900,439800,460910,3000.0,1905.0,0.0,5861,3894,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,19 vesta rd,680000
478,19,WALL,ST,2129,101,R1,N,229100,566100,795200,833370,910.0,1860.0,2015.0,1596,1443,2.0,R,RE,F,M,7,3,2,0,M,M,,1,M,,,F,C,1,A,G,G,N,A,19 wall st,140000
479,19,WARWICK,ST,2120,101,R1,Y,122100,291400,413500,433348,934.0,1890.0,2002.0,1348,872,2.0,R,RM,F,B,6,2,1,1,M,M,,1,L,,,W,N,0,A,G,G,N,A,19 warwick st,627000
480,19,WOLCOTT,ST,2121,105,R3,Y,147900,240000,387900,406520,3852.0,1915.0,,5956,3616,2.5,R,CV,G,M,14,7,3,0,N,S,S,3,N,N,N,W,N,0,A,A,A,N,A,19 wolcott st,603000
481,19,WOOLSON,ST,2126,105,R3,N,157800,447700,605500,634564,5062.0,1910.0,2013.0,7490,4623,3.0,R,CV,H,M,16,10,3,0,M,M,M,3,M,M,M,F,N,0,G,A,G,N,A,19 woolson st,600000
482,19,YORK,ST,2121,105,R3,Y,162400,331200,493600,517293,5000.0,1900.0,1989.0,7137,4568,2.5,R,CV,G,W,15,7,3,0,S,N,M,3,N,N,M,W,N,0,A,A,A,N,A,19 york st,650000
483,192,ALLEGHANY,ST,2120,104,R2,N,194100,699000,893100,935969,1006.0,1905.0,2008.0,3041,2190,3.0,R,CV,F,W,10,6,3,0,M,M,M,2,M,M,,F,C,0,A,G,G,N,A,192 alleghany st,1230000
484,192,RUSKINDALE,RD,2136,101,R1,Y,95000,197500,292500,306540,4191.0,1945.0,0.0,2460,1354,1.5,R,CP,G,M,8,4,2,0,S,S,,1,S,,,F,N,1,A,A,A,N,A,192 ruskindale rd,150000
485,194,COREY,ST,2132,101,R1,Y,184000,333600,517600,542445,6110.0,1950.0,2001.0,2208,1486,2.0,R,CL,G,W,7,4,1,1,S,S,,1,M,,,W,N,1,A,A,G,N,A,194 corey st,760000
486,194,HILLSIDE,ST,2120,105,R3,N,277355,930155,1207510,1265470,4125.0,1896.0,2017.0,5470,3624,3.0,R,DK,H,M,12,5,4,1,M,M,M,3,M,M,M,F,N,0,G,G,G,N,A,194 hillside st,1200000
487,195,W SPRINGFIELD,ST,2118,101,R1,Y,656800,1320100,1976900,2071792,1600.0,1900.0,2002.0,2560,2376,3.0,R,RM,F,B,10,4,2,2,M,M,M,1,M,,,F,C,0,A,A,A,N,A,195 w springfield st,1800000
488,196,GLADSTONE,ST,2128,105,R3,Y,177600,438900,616500,646092,5176.0,1915.0,0.0,5351,2806,2.0,R,CV,H,M,13,6,3,0,S,S,S,3,S,S,S,W,N,0,G,A,G,N,G,196 gladstone st,800000
489,198,BYRON,ST,2128,101,R1,Y,142000,264200,406200,425698,3700.0,1912.0,2016.0,2765,1596,2.0,R,CL,F,U,8,3,2,0,M,M,,1,M,,,W,N,0,A,A,G,N,A,198 byron st,370000
490,198,LEYDEN,ST,2128,101,R1,Y,124300,294100,418400,438484,2936.0,1890.0,2008.0,2580,1512,2.5,R,CL,G,M,8,3,2,1,M,M,M,1,M,,,F,C,0,A,G,G,N,A,198 leyden st,551000
491,198,MANCHESTER,ST,2126,101,R1,Y,126600,292600,419200,439322,4427.0,1874.0,,3302,1739,1.5,R,CL,S,C,7,3,2,0,S,S,,1,M,,,W,C,1,A,A,A,N,A,198 manchester st,391000
492,198,W SELDEN,ST,2126,101,R1,N,90800,177000,267800,280654,4741.0,1890.0,0.0,2178,1198,2.0,R,CL,G,W,7,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,198 w selden st,470000
493,2,ARION,ST,2125,101,R1,N,127200,204400,331600,347517,3872.0,1885.0,0.0,3808,2207,2.0,R,CL,G,F,11,6,1,1,M,M,,1,S,,,W,N,0,A,A,A,N,A,2 arion st,415000
494,2,CARLISLE,ST,2121,104,R2,N,105000,294300,399300,418466,3515.0,1900.0,2016.0,3644,2224,2.0,R,TF,H,M,8,4,2,2,M,M,M,2,M,M,,W,N,0,A,A,G,N,A,2 carlisle st,524900
495,2,MANNING,ST,2131,101,R1,Y,46500,246600,293100,307169,1559.0,1966.0,2014.0,1428,952,2.0,R,RE,G,M,5,2,1,0,M,,,1,M,,,F,C,0,A,A,A,N,A,2 manning st,331000
496,2,PARK,PL,2130,101,R1,N,254500,497000,751500,787572,3550.0,1910.0,1970.0,3810,2264,2.0,R,CL,G,M,10,5,1,0,S,,,1,S,,,F,N,0,A,A,A,N,F,2 park pl,1380000
497,2,SHAFTER,ST,2121,101,R1,Y,101400,248500,349900,366696,3724.0,1900.0,2001.0,2868,1784,2.0,R,CL,L,M,7,3,1,0,M,,,1,M,,,W,N,0,G,G,G,N,A,2 shafter st,470000
498,2,SHENANDOAH,ST,2124,101,R1,Y,153400,270000,423400,443724,5736.0,1948.0,0.0,2239,1313,2.0,R,CL,G,M,9,3,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,2 shenandoah st,389550
499,2,WASHINGTON STREET,PL,2136,104,R2,Y,125700,329700,455400,477260,5474.0,1948.0,2007.0,2880,1920,2.0,R,TF,H,M,10,4,2,0,M,M,,2,M,M,,F,N,0,A,G,G,N,A,2 washington street pl,465000
500,2,WYMAN,PL,2130,105,R3,Y,124600,633300,757900,794280,2004.0,1900.0,2006.0,4344,2970,3.0,R,DK,M,M,14,6,3,0,M,S,S,3,M,S,S,W,N,0,A,A,A,N,F,2 wyman pl,1300000
501,2,WYOMING,ST,2121,104,R2,N,107600,230600,338200,354434,5250.0,1900.0,0.0,4800,3047,2.5,R,CV,G,U,12,6,3,0,N,N,N,2,S,N,,F,N,0,A,A,A,N,A,2 wyoming st,445000
502,20,ALMONT,ST,2126,105,R3,N,118200,298400,416600,436597,5085.0,1935.0,1975.0,5693,3770,3.0,R,DK,F,M,16,7,3,0,M,S,S,3,M,S,S,W,N,0,A,A,A,N,A,20 almont st,550000
503,20,ALPHEUS,RD,2131,101,R1,Y,105800,263800,369600,387341,4495.0,1930.0,,2106,1273,2.0,R,CL,G,M,8,3,1,0,M,,,1,M,,,W,N,1,A,G,G,N,A,20 alpheus rd,465000
504,20,BADGER,RD,2136,101,R1,Y,110600,232100,342700,359150,5220.0,1950.0,0.0,2295,1314,1.5,R,CP,G,M,6,3,1,1,S,M,,1,M,,,W,N,0,A,A,A,N,A,20 badger rd,374900
505,20,CLAYMOSS,RD,2135,105,R3,Y,372800,938900,1311700,1374662,5780.0,1920.0,0.0,5370,3690,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,20 claymoss rd,1550000
506,20,CORNELL,ST,2131,101,R1,Y,133900,314600,448500,470028,5000.0,1957.0,2015.0,2880,1306,1.5,R,CP,G,W,6,3,1,1,S,S,,1,M,,,W,N,1,A,A,A,N,A,20 cornell st,475000
507,20,FORD,ST,2128,101,R1,N,116800,500000,616800,646406,2552.0,2015.0,,2617,1638,2.0,R,SD,F,C,6,2,2,1,M,M,M,1,M,,,F,C,1,G,G,E,N,A,20 ford st,645000
508,20,GRANT,ST,2125,101,R1,Y,115500,397600,513100,537729,2604.0,1989.0,,2248,1408,2.0,R,SD,G,F,9,4,2,1,M,M,S,1,M,,,F,N,0,A,G,G,N,A,20 grant st,589000
509,20,HAZELWOOD,ST,2119,104,R2,N,108900,235700,344600,361141,5136.0,1900.0,0.0,6254,3325,2.0,R,CV,H,M,15,5,5,0,N,N,S,2,S,N,,W,N,0,A,A,A,N,A,20 hazelwood st,362914
510,20,JOSEPHINE,ST,2122,105,R3,Y,101500,367900,469400,491932,3000.0,1900.0,0.0,5173,3606,3.0,R,DK,F,M,17,11,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,20 josephine st,635000
511,20,KIRK,ST,2132,101,R1,Y,232100,386700,618800,648503,9225.0,1910.0,2006.0,2926,1667,2.0,R,CL,G,F,8,5,1,2,M,M,M,1,M,,,F,C,0,A,A,A,N,A,20 kirk st,820000
512,20,MALLET,ST,2124,101,R1,Y,109300,326000,435300,456195,3206.0,1915.0,2016.0,3392,2138,2.5,R,CL,L,M,9,5,2,0,M,M,,1,M,,,W,N,0,A,G,G,N,A,20 mallet st,440000
513,20,MORSE,ST,2121,105,R3,N,121600,423300,544900,571055,5784.0,1920.0,2015.0,5482,3230,2.5,R,CV,G,C,14,6,3,0,M,M,M,3,M,M,M,W,N,0,G,G,G,N,A,20 morse st,680000
514,20,OAKCREST,RD,2136,101,R1,N,88700,215500,304200,318802,4400.0,1955.0,0.0,2448,1142,1.0,R,CP,G,M,6,3,1,0,S,,,1,S,,,F,N,1,A,A,G,N,A,20 oakcrest rd,295000
515,20,OAKRIDGE,ST,2126,101,R1,N,134600,311800,446400,467827,5500.0,1925.0,2011.0,3169,1766,2.0,R,CL,G,M,7,4,1,1,M,M,,1,M,,,W,N,1,A,A,G,N,A,20 oakridge st,475000
516,20,PERCIVAL,ST,2122,101,R1,Y,181700,328200,509900,534376,10520.0,1900.0,0.0,4145,2503,2.0,R,CL,G,W,8,4,1,1,M,M,,1,M,,,W,N,3,G,G,G,N,A,20 percival st,649000
517,20,RICHMERE,RD,2126,104,R2,Y,120200,236800,357000,374136,4060.0,1942.0,2005.0,3413,1854,1.5,R,CV,G,M,10,5,2,0,N,N,,2,S,M,,W,N,1,A,A,A,N,A,20 richmere rd,447500
518,20,TELEGRAPH,ST,2127,101,R1,N,141700,293300,435000,455880,1200.0,1892.0,0.0,1711,1048,2.0,R,SD,G,W,5,2,1,0,S,,,1,S,,,F,N,0,A,A,A,N,A,20 telegraph st,500000
519,20,THWING,ST,2119,104,R2,N,152700,1069400,1222100,1280761,3945.0,1910.0,2016.0,4163,2562,2.5,R,CV,G,C,12,6,4,0,M,M,M,2,M,M,M,F,C,2,E,E,E,N,A,20 thwing st,507000
520,20,VOGEL,ST,2132,101,R1,Y,114300,207000,321300,336723,4244.0,1960.0,2016.0,2340,1131,1.0,R,RN,G,M,5,2,1,0,S,,,1,M,,,W,N,1,A,A,A,N,A,20 vogel st,376500
521,20,WELD HILL,ST,2130,105,R3,Y,217700,539500,757200,793546,3500.0,1886.0,0.0,5678,3634,2.5,R,CV,G,M,15,6,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,20 weld hill st,930000
522,20,WOODFORD,ST,2125,104,R2,N,110600,336600,447200,468666,2653.0,2013.0,,4689,3444,3.0,,DX,F,C,10,6,4,3,M,M,M,2,M,M,,F,N,0,G,G,G,N,A,20 woodford st,1
523,20,WYOMING,ST,2121,101,R1,Y,109300,233200,342500,358940,5250.0,1900.0,0.0,5646,3255,2.0,R,CL,G,M,10,4,1,1,S,S,,1,S,,,W,N,0,A,A,A,N,A,20 wyoming st,519500
524,200,LEYDEN,ST,2128,104,R2,N,136700,302200,438900,459967,2936.0,1890.0,0.0,3009,1878,2.0,R,TF,M,M,9,5,2,0,S,S,,2,M,S,,W,C,0,A,A,A,N,A,200 leyden st,610000
525,201,BYRON,ST,2128,101,R1,N,109600,112700,222300,232970,1875.0,1893.0,0.0,2439,1626,2.0,R,CL,F,W,7,4,1,1,N,N,,1,N,,,W,N,1,A,F,F,N,F,201 byron st,100000
526,202,L,ST,2127,105,R3,N,195000,918700,1113700,1167158,2380.0,1912.0,0.0,5146,3510,3.0,R,DK,F,M,17,9,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,202 l st,1510000
527,203,GLENELLEN,RD,2132,101,R1,Y,119300,277800,397100,416161,4279.0,1957.0,2013.0,2696,1172,1.0,R,CP,G,M,6,3,1,0,M,,,1,M,,,W,N,1,A,G,G,N,A,203 glenellen rd,452000
528,209,POPLAR,ST,2131,101,R1,Y,124600,273200,397800,416895,4144.0,1918.0,0.0,2929,1694,2.0,R,CL,G,M,6,3,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,209 poplar st,450000
529,21,ADAMS,ST,2122,105,R3,Y,148900,344100,493000,516664,2934.0,1905.0,0.0,5298,3564,3.0,R,DK,F,M,17,8,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,G,21 adams st,575000
530,21,ALPINE,ST,2119,104,R2,N,126420,294098,420518,440703,5062.0,1900.0,2016.0,3984,2342,2.0,R,CV,G,M,10,4,3,0,M,S,S,2,M,S,,W,N,0,A,A,A,N,A,21 alpine st,325000
531,21,ATWOOD,SQ,2130,105,R3,N,191100,850000,1041100,1091073,1828.0,1905.0,2015.0,4396,3441,3.0,R,DK,F,F,13,6,3,0,M,M,M,3,M,M,M,F,C,0,G,G,G,N,F,21 atwood sq,529000
532,21,AUBURN,ST,2129,101,R1,Y,257100,555600,812700,851710,997.0,1875.0,0.0,2244,1683,3.0,R,RM,F,B,8,3,1,1,S,S,,1,S,,,F,N,0,A,A,A,N,A,21 auburn st,1150000
533,21,BRAINARD,ST,2136,101,R1,N,147000,266100,413100,432929,7800.0,1904.0,0.0,2420,1440,2.0,R,CL,G,M,6,3,1,0,M,,,1,M,,,W,N,0,A,A,G,N,A,21 brainard st,375454
534,21,CORONA,ST,2124,105,R3,N,158200,513900,672100,704361,3864.0,1905.0,2016.0,5730,3906,3.0,R,DK,F,M,18,9,3,0,M,M,M,3,M,M,M,W,N,0,G,G,G,N,A,21 corona st,300000
535,21,EAGLE,ST,2132,101,R1,Y,201400,578600,780000,817440,8000.0,2015.0,,5007,2849,2.0,,CL,G,F,7,3,3,1,M,M,M,1,M,,,F,N,0,G,G,G,N,A,21 eagle st,805000
536,21,ESMOND,ST,2124,105,R3,N,149300,366700,516000,540768,3051.0,1900.0,,7012,4800,3.0,R,SD,F,S,21,12,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,21 esmond st,415000
537,21,EVELYN,ST,2126,105,R3,N,181200,334100,515300,540034,4842.0,1905.0,0.0,6192,4122,3.0,R,DK,F,M,18,12,3,0,S,S,S,3,S,S,S,W,N,0,A,A,A,N,A,21 evelyn st,550000
538,21,HOWELL,ST,2125,105,R3,Y,175400,533900,709300,743347,2440.0,1905.0,0.0,5682,3888,3.0,R,DK,F,M,18,9,3,0,S,S,S,3,S,S,S,W,N,0,G,A,A,N,A,21 howell st,340000
539,21,IMRIE,RD,2134,104,R2,N,216500,679300,895800,938798,3439.0,1900.0,2000.0,4283,2740,2.5,R,CV,H,W,11,7,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,F,21 imrie rd,1210000
540,21,KENNEBEC,ST,2126,101,R1,N,75900,172400,248300,260218,4000.0,1920.0,2014.0,1879,908,1.0,R,BW,G,M,4,2,1,0,M,,,1,M,,,W,N,0,A,A,G,N,A,21 kennebec st,330000
541,21,LAUREL,ST,2119,101,R1,N,99800,281200,381000,399288,3800.0,1900.0,2015.0,3992,2660,2.5,R,CL,G,A,8,5,3,1,M,M,M,1,M,,,W,N,0,A,A,G,N,A,21 laurel st,185000
542,21,LAWTON,ST,2136,101,R1,Y,112800,305400,418200,438274,5000.0,1960.0,2014.0,2539,1318,1.5,R,CP,S,M,7,4,2,1,M,M,M,1,M,,,W,N,0,A,G,G,N,A,21 lawton st,444000
543,21,MIDDLETON,ST,2124,104,R2,N,114200,238600,352800,369734,2444.0,1905.0,0.0,4021,2234,2.0,R,CV,G,M,10,4,2,0,S,S,,2,S,S,,W,N,0,A,A,A,N,A,21 middleton st,530000
544,21,MILL,ST,2122,104,R2,Y,280500,910010,1190510,1247655,25267.0,1845.0,2001.0,9252,5044,2.5,R,CV,G,W,16,8,4,3,M,M,M,2,M,M,,F,C,6,A,A,E,N,A,21 mill st,1270000
545,21,MYOPIA,RD,2136,101,R1,N,136900,204800,341700,358102,7322.0,1940.0,0.0,1836,1104,2.0,R,CL,G,M,6,3,1,0,S,,,1,S,,,W,N,1,A,A,A,N,G,21 myopia rd,480000
546,21,OAK,ST,2129,109,R3,N,222838,1722028,1944866,2038220,5000.0,2009.0,,6065,5670,3.0,,TF,F,F,16,4,4,2,M,M,M,2,M,M,,F,C,2,G,G,G,N,A,21 oak st,3200
547,21,PEVERELL,ST,2125,105,R3,N,170600,615800,786400,824147,3815.0,1905.0,2016.0,6136,4062,3.0,R,DK,F,M,15,6,3,0,M,M,M,3,M,M,M,W,N,0,G,G,G,N,A,21 peverell st,499000
548,21,PORTINA,RD,2135,104,R2,N,228400,837100,1065500,1116644,5073.0,1920.0,0.0,6486,3722,2.0,R,CV,H,B,12,6,2,0,S,S,,2,S,S,,W,N,2,A,A,A,N,A,21 portina rd,1120000
549,21,ROWELL,ST,2125,105,R3,Y,152700,411400,564100,591177,3117.0,1905.0,0.0,4878,3123,3.0,R,DK,F,M,15,6,3,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,21 rowell st,800000
550,21,RUNNING BROOK,RD,2132,101,R1,Y,146700,384200,530900,556384,5654.0,1963.0,2014.0,3163,1664,1.5,R,CP,G,M,10,3,2,1,M,M,M,1,M,,,W,N,2,G,G,G,N,A,21 running brook rd,588000
551,21,VINTON,ST,2127,101,R1,N,138800,446300,585100,613185,1476.0,1910.0,2002.0,2644,1606,2.0,R,CL,G,M,5,2,2,1,M,M,M,1,M,,,W,N,0,A,G,G,N,A,21 vinton st,734000
552,21,WABON,ST,2121,101,R1,N,103600,287700,391300,410082,5250.0,1900.0,2015.0,4820,2916,2.5,D,CL,H,M,10,7,3,0,M,M,M,1,M,,,F,N,0,A,A,G,N,A,21 wabon st,395000
553,210,WILLOW,ST,2132,101,R1,Y,157200,394800,552000,578496,5600.0,1950.0,2001.0,3180,1890,2.0,R,CL,L,M,8,3,1,1,M,S,,1,S,,,W,N,1,G,A,A,N,A,210 willow st,610000
554,211,LONDON,ST,2128,104,R2,Y,111200,321600,432800,453575,1071.0,1900.0,0.0,2388,1788,3.0,R,SD,F,M,8,4,2,0,M,M,,2,M,M,,F,N,0,A,G,G,N,A,211 london st,512500
555,216,WELD,ST,2132,101,R1,Y,173600,295000,468600,491093,6740.0,1940.0,0.0,2620,1701,2.0,R,CL,G,W,7,4,1,1,S,S,,1,S,,,W,N,1,A,A,A,N,A,216 weld st,575000
